player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Rafael Devers,Gold 2025,4.99,4.99,1.0,0.0,warriorcards65,Rafael Devers 2025 Topps Update Gold US300 #/2025 San Francisco Giants,,,ntcardvault,2025 Topps Update Gold /2025- Rafael Devers,,
Nick Kurtz,Mystical,4.79,4.79,1.0,0.0,montananj1,2025 Topps Update Series - Mystical Nick Kurtz #MYS-17 (RC),,,montananj1,2025 Topps Update Series - Mystical Nick Kurtz #MYS-17 (RC),,
Cade Horton,Sandglitter,4.78,4.78,1.0,0.0,brushing23,2025 Topps Update Cade Horton Rookie Sand Glitter Foil RC Cubs US214,,,brushing23,2025 Topps Update Cade Horton Rookie Sand Glitter Foil RC Cubs US214,,
Chandler Simpson,Aqua Rainbow,4.73,4.73,1.0,0.0,slabandwax,2025 Topps Update Chandler Simpson Rookie #US277 Rays Aqua Rainbow Foil RC,,,slabandwax,2025 Topps Update Chandler Simpson Rookie #US277 Rays Aqua Rainbow Foil RC,,
Drake Baldwin,Diamante,4.47,4.47,1.0,0.0,cardboardking0304,2025 Topps Update Drake Baldwin Diamante Foil #US87 RC Rookie Atlanta Braves,,,cardboardking0304,2025 Topps Update Drake Baldwin Diamante Foil #US87 RC Rookie Atlanta Braves,,
Drake Baldwin,Sandglitter,4.25,4.25,1.0,0.0,southpawcc,2025 Topps Update Drake Baldwin #US113 Sandglitter Foil Braves RC,,,southpawcc,2025 Topps Update Drake Baldwin #US113 Sandglitter Foil Braves RC,,
Marcelo Mayer,Base Rainbow,4.24,4.24,1.0,0.0,dw_2005,2025 Topps Update - Marcelo Mayer Rookie Debut #US279 Rainbow Foilboard RC,,,dw_2005,2025 Topps Update - Marcelo Mayer Rookie Debut #US279 Rainbow Foilboard RC,,
Moisés Ballesteros,Gold 2025,4.11,4.11,1.0,0.0,jctiger1986,2025 Topps Update #US236 Moisés Ballesteros Gold #/2025,,,jctiger1986,2025 Topps Update #US236 Moisés Ballesteros Gold #/2025,,
Edgar Quero,Holiday Jackolantern,4.04,4.04,1.0,0.0,rypru55,Edgar Quero RC 2025 Topps Update Series Jack-O-Lantern HOLO Foil PR:350 -Sox $,,,rypru55,Edgar Quero RC 2025 Topps Update Series Jack-O-Lantern HOLO Foil PR:350 -Sox $,,
Charlie Morton,Purple Rainbow,3.99,3.99,1.0,0.0,leducci,2025 Topps Update Charlie Morton #US242 Purple Foil /250 Orioles,,,yrtrainisleaving,2025 Topps Update Series #US242 Charlie Morton PURPLE HoloFoil card /250,,
Christian Vázquez,Purple Rainbow,3.99,3.99,1.0,0.0,cascadia-sports-cards,Christian Vázquez 2025 Topps Update Purple Rainbow Foil #US7 #/250,,,cascadia-sports-cards,Christian Vázquez 2025 Topps Update Purple Rainbow Foil #US7 #/250,,
Edgar Quero,Purple Rainbow,3.99,3.99,1.0,0.0,dcscomiccave,Edgar Quero 2025 Topps Update Purple Foil RC US325 14/250,,,steelcitygaragesale,2025 Topps Update Purple Rainbow Foil EDGAR QUERO #US325 116/250 White Sox 116,,
Gio Urshela,Sandglitter,3.99,3.99,1.0,0.0,sliderbaseball,Gio Urshela SANDGLITTER PARALLEL 2025 Topps Update US23,,,m_mangelo,2025 Topps Update Baseball Sandglitter #US23 Gio Urshela - Athletics,,
Travis d'Arnaud,Purple Rainbow,3.99,3.99,1.0,0.0,hctradingpost,Travis d'Arnaud 2025 Topps Update #US33 Purple Foil /250 Angels FREE SHIPPING!,,,mxf_tcg,2025 Topps Update Travis D'Arnaud Purple Rainbow Foil /250 #US33,,
Dalton Rushing,Gold 2025,3.98,3.98,1.0,0.0,bravesboy101,2025 Topps Update Dalton Rushing Rookie Debut (RC) #US256 Gold /2025 Dodgers,,,bravesboy101,2025 Topps Update Dalton Rushing Rookie Debut (RC) #US256 Gold /2025 Dodgers,,
Dalton Rushing,Photo Variation,3.98,3.98,1.0,0.0,dembraves,Dalton Rushing 2025 Topps Update Rookie (RC) Image Variation SP #CC3-8 - Dodgers,,,dembraves,Dalton Rushing 2025 Topps Update Rookie (RC) Image Variation SP #CC3-8 - Dodgers,,
Edgar Quero,Gold 2025,3.98,3.98,1.0,0.0,mrjcg11,2025 Topps Update Edgar Quero RC 0836/2025 Gold #US145 Chicago White Sox,,,mrjcg11,2025 Topps Update Edgar Quero RC 0836/2025 Gold #US145 Chicago White Sox,,
Elvis Alvarado,Gold 2025,3.95,3.95,1.0,0.0,epicdecksusa,2025 Topps Update Gold /2025 Elvis Alvarado #US61 Oakland Athletics Rookie,,,badgerstatecardsandthings,2025 Topps Update Elvis Alvarado Gold Athletics US61 710/2025,,
Brady Feigl,Gold 2025,3.75,3.75,1.0,0.0,808_is_aloha,BRADY FEIGL 2025 Topps Update #US333 GOLD RC Rookie #d /2025 Minnesota Twins,,,fritziefeet,Brady Feigl 2025 Topps Update Gold Parallel SP /2025 #US333 Minnesota Twins RC,,
Caleb Durbin,1990,3.74,3.74,1.0,0.0,stsh10,2025 Topps Update Baseball 35th Anniversary Caleb Durbin RC Milwaukee Brewers,,,stsh10,2025 Topps Update Baseball 35th Anniversary Caleb Durbin RC Milwaukee Brewers,,
Matt Shaw,Purple Rainbow,3.74,3.74,1.0,0.0,kayak-1403,2025 Topps Update Veteran Combos Dansby Swanson & Matt Shaw Purple # /250 Cubs,,,kayak-1403,2025 Topps Update Veteran Combos Dansby Swanson & Matt Shaw Purple # /250 Cubs,,
Aaron Judge,Black Gold,3.73,3.73,1.0,0.0,greg-9671,2025 Topps Update - Aaron Judge #BG-18 Black Gold Insert,,,4zrips,2025 Topps Update Series - Topps Black Gold Aaron Judge #BG-18,,
Moisés Ballesteros,Holiday Jackolantern,3.73,3.73,1.0,0.0,pet_that_goat,2025 Topps Update - Holiday Jack O’Lantern - #US236 Moisés Ballesteros - Cubs,,,pet_that_goat,2025 Topps Update - Holiday Jack O’Lantern - #US236 Moisés Ballesteros - Cubs,,
Julio Rodríguez / Randy Arozarena,Diamante,3.51,3.51,1.0,0.0,gq_cards,2025 Topps Update #US244 Julio Rodríguez / Randy Arozarena VC Diamante Foil,,,gq_cards,2025 Topps Update #US244 Julio Rodríguez / Randy Arozarena VC Diamante Foil,,
Agustín Ramírez,Chrome,3.5,3.5,1.0,0.0,axle_premiumsportscards,Agustín Ramírez 2025 Topps Update Chrome Miami Marlins,,,axle_premiumsportscards,Agustín Ramírez 2025 Topps Update Chrome Miami Marlins,,
Cam Smith,Diamante,3.5,3.5,1.0,0.0,dojo1747,2025 Topps Update Series - Cam Smith #US298 Diamante Foil (RC),,,dojo1747,2025 Topps Update Series - Cam Smith #US298 Diamante Foil (RC),,
Danny Jansen,Blue Rainbow,3.5,3.5,1.0,0.0,callyheels_828,2025 Topps Update - Danny Jansen US81 Blue #/150 - Tamp Bay Rays,,,callyheels_828,2025 Topps Update - Danny Jansen US81 Blue #/150 - Tamp Bay Rays,,
Marcelo Mayer,Diamante,3.5,3.5,1.0,0.0,car_448170,2025 Topps Update Series - Marcelo Mayer #US105 Diamante Foil (RC),,,car_448170,2025 Topps Update Series - Marcelo Mayer #US105 Diamante Foil (RC),,
Zac Veen,Green Foil,3.44,3.44,1.0,0.0,drac2007,2025 TOPPS UPDATE SERIES BASEBALL ZAC VEEN ROOKIE GREEN RAINBOW FOIL /99,,,drac2007,2025 TOPPS UPDATE SERIES BASEBALL ZAC VEEN ROOKIE GREEN RAINBOW FOIL /99,,
Drew Rasmussen,Blue Rainbow,3.39,3.39,1.0,0.0,dw_2005,2025 Topps Update - Drew Rasmussen #US316 Blue HoloFoil /150,,,yrtrainisleaving,2025 Topps Update Series - Drew Rasmussen #US316 Tampa Bay Rays Blue Foil /150,,
Nick Kurtz,1990,3.35,3.35,1.0,0.0,whitesoxfan8907,Nick Kurtz Athletics RC 2025 Topps Update 1990 35th Anniversary Foil U90-17,,,whitesoxfan8907,Nick Kurtz Athletics RC 2025 Topps Update 1990 35th Anniversary Foil U90-17,,
Bryan King,Gold 2025,3.31,3.31,1.0,0.0,10chucks,BRYAN KING RC 2025 Topps Update Series Gold /2025 #US183 Astros,,,trulyhonesttraders,Bryan King 2025 Topps Update Gold Parallel RC /2025 Houston Astros #US183,,
Dalton Rushing,Sandglitter,3.31,3.31,1.0,0.0,10chucks,2025 Topps Update DALTON RUSHING Rookie Debut Card Sand Glitter #US256 Dodgers,,,10chucks,2025 Topps Update DALTON RUSHING Rookie Debut Card Sand Glitter #US256 Dodgers,,
Danny Jansen,Green Foil,3.31,3.31,1.0,0.0,ts_tradingcards,2025 Topps Update Series - Danny Jansen #US81 Green Rainbow Foil /99,,,ts_tradingcards,2025 Topps Update Series - Danny Jansen #US81 Green Rainbow Foil /99,,
Jose Iglesias,Purple Rainbow,3.29,3.29,1.0,0.0,highlandsportscards,2025 Topps Update Jose Iglesias Purple Foil RC /250 San Diego Padres,,,aoscards_78,2025 Topps Update Jose Iglesias /250 Purple Holo Foil #US182 San Diego Padres,,
Fernando Cruz,Orange Black,3.25,3.25,1.0,0.0,dadanddaughterscards,2025 Topps Update Fernando Cruz Orange & Black Foil New York Yankees,,,garygunner,2025 Topps Update Halloween Orange and Black Foil #US163 Fernando Cruz,,
Caleb Durbin,Gold 2025,3.24,3.24,1.0,0.0,stsh10,2025 Topps Update Gold Caleb Durbin RC 1589/2025 Milwaukee Brewers #US59,,,stsh10,2025 Topps Update Gold Caleb Durbin RC 1589/2025 Milwaukee Brewers #US59,,
Chandler Simpson,Green Foil,3.24,3.24,1.0,0.0,catfish0311,2025 Topps Update Series - Chandler Simpson #US277 Green Rainbow Foil,,,catfish0311,2025 Topps Update Series - Chandler Simpson #US277 Green Rainbow Foil,,
Bryce Harper,Mystical,3.0,3.0,1.0,0.0,desert_vikings,2025 Topps Update Bryce Harper #MYS-3 Mystical Insert Phillies,,,jts_fieldofcards,2025 Topps Update Series✨Mystical Holo Foil✨#MYS-3 Bryce Harper - Phillies,,
Luke Keaschall,Sandglitter,3.0,3.0,1.0,0.0,gr_450250,2025 Topps Update Baseball MLB RC Luke Keaschall Rookie Debut Sand Glitter Foil,,,gr_450250,2025 Topps Update Baseball MLB RC Luke Keaschall Rookie Debut Sand Glitter Foil,,
Ben Williamson,Purple Rainbow,2.99,2.99,1.0,0.0,jwcardznthings,Ben Williamson ~ 2025 Topps Update ~ Rookie Purple Foil 202/250 #US130,,,jwcardznthings,Ben Williamson ~ 2025 Topps Update ~ Rookie Purple Foil 074/250 #US130,,
Brady Singer,Holiday Jackolantern,2.99,2.99,1.0,0.0,shr_surplus,2025 Topps Update Brady Singer Holiday Jack O’ Lantern Halloween Foil #US344,,,stank-88,2025 Topps Update Brady Singer Holiday Jack O’ Lantern Halloween Foil #US344,,
Bryan De La Cruz,Sandglitter,2.99,2.99,1.0,0.0,chilibar,2025 Topps Update Series - Bryan De La Cruz #US234 Holofoil Sand Glitter,,,cbenzon,2025 Topps Update US234 Bryan De La Cruz SAND GLITTER NY Yankees,,
Edgar Quero,X-Fractor,2.99,2.99,1.0,0.0,louielove215,2025 Topps Update Edgar Quero Rookie X-Fractor #US145 Chicago White Sox,,,louielove215,2025 Topps Update Edgar Quero Rookie X-Fractor #US145 Chicago White Sox,,
Elly De La Cruz,Diamante,2.99,2.99,1.0,0.0,ilied66,2025 Topps Update Elly De La Cruz Grand Giveaway Silver Diamante US235,,,vincensteele_3,2025 Topps Update Grand Giveaway (Elly De La Cruz) #US235 Pink Diamante Reds,,
Grant Wolfram,Diamante,2.99,2.99,1.0,0.0,nacraw_81,2025 Topps Update Series Grant Wolfram Diamante Foil RC #US114 Orioles,,,traneofthought,Grant Wolfram 2025 Topps Update #US114 Diamante Foil Rookie,,
James Wood,Mystical,2.99,2.99,1.0,0.0,kidults_collectibles,2025 Topps Update James Wood #MYS-1 Mystical Washington Nationals,,,kingfisher_collection,James Wood 2025 Topps Update Mystical Rookie RC #MYS-1 Washington Nationals,,
Kumar Rocker,Sandglitter,2.99,2.99,1.0,0.0,mcgoverncreativeandcollectibles,2025 Topps Update Series Kumar Rocker Rookie Debut Sand Glitter #US264,,,glr_cards,2025 Topps Update #US264 Kumar Rocker Texas Rangers Sand Glitter,,
Patrick Monteverde,Gold 2025,2.99,2.99,1.0,0.0,sirpacksalot,V2025 Topps Update Patrick Monteverde Gold 416/2025 RC Rookie Marlinst rr,,,homeofthecards,2025 Topps Update #US211 Patrick Monteverde Gold #/2025,,
Tim Elko,Gold 2025,2.99,2.99,1.0,0.0,ivey090306,Tim Elko [Gold] #US224 SP/2025 Topps Update Chicago White Sox Rookie,,,thepoweriswithin,2025 Topps Update Series - Tim Elko #US224 Gold /2025 (RC) Chicago White Sox 🔥,,
Oliver Dunn,Sandglitter,2.98,2.98,1.0,0.0,loonlakegamesllc,2025 Topps Update Oliver Dunn Sandglitter #US169 Milwaukee Brewers,,,loonlakegamesllc,2025 Topps Update Oliver Dunn Sandglitter #US169 Milwaukee Brewers,,
Kyle Hart,Gold 2025,2.85,2.85,1.0,0.0,juliom_401,2025 Topps Update Series - Kyle Hart Gold /2025 (RC) Gold,,,dalrev-90,2025 Topps Update #US301 Kyle Hart Rookie RC /2025 Gold,,
Zac Veen,Gold 2025,2.79,2.79,1.0,0.0,ricbilde_0,2025 Topps Update Zac Veen Debut Gold Parallel /2025 #US2 Rookie RC Rockies,,,ricbilde_0,2025 Topps Update Zac Veen Debut Gold Parallel /2025 #US2 Rookie RC Rockies,,
Kristian Campbell,Sandglitter,2.77,2.77,1.0,0.0,txtailgaterz_cards,2025 Topps Update Series Kristian Campbell Sandglitter Foil,,,txtailgaterz_cards,2025 Topps Update Series Kristian Campbell Sandglitter Foil,,
Cade Horton,Chrome,2.7,2.7,1.0,0.0,tradingcardexpress,2025 Topps Update Chrome Cade Horton RC #USC-63 Cubs,,,tradingcardexpress,2025 Topps Update Chrome Cade Horton RC #USC-63 Cubs,,
Dalton Rushing,1990,2.69,2.69,1.0,0.0,jemclau5287,2025 Topps Update Dalton Rushing 1990 Foil Insert #U90-5 Dodgers,,,jemclau5287,2025 Topps Update Dalton Rushing 1990 Foil Insert #U90-5 Dodgers,,
Matt Shaw,Mystical,2.69,2.69,1.0,0.0,snakepit585,2025 Topps Update Series - Mystical #MYS-16 Matt Shaw RC,,,snakepit585,2025 Topps Update Series - Mystical #MYS-16 Matt Shaw RC,,
Caden Dana,Sandglitter,2.64,2.64,1.0,0.0,hobbyhauscollectibles,2025 Topps Update Caden Dana Rookie RC Sand Glitter Los Angeles Angels,,,hobbyhauscollectibles,2025 Topps Update Caden Dana Sand Glitter Rookie RC Los Angeles Angels,,
Chase Petty,Sandglitter,2.64,2.64,1.0,0.0,hobbyhauscollectibles,2025 Topps Update Chase Petty Sand Glitter Rookie RC Cincinnati Reds,,,hobbyhauscollectibles,2025 Topps Update Chase Petty Sand Glitter Rookie RC Cincinnati Reds,,
nan,1990,2.64,2.64,1.0,0.0,bryce_2saint,2025 Topps Update Baseball 1990's 35th Anniversary Foil  ⚾️🔥,,,bryce_2saint,2025 Topps Update Baseball 1990's 35th Anniversary Foil  ⚾️🔥,,
Nathaniel Lowe,Purple Rainbow,2.5,2.5,1.0,0.0,grizzo187,2025 Topps Update Series Nathaniel Lowe #US230 Purple Rainbow Foil /250,,,ckscardhousememorabilia,2025 Topps Update Nathaniel Lowe PURPLE FOIL 221/250 RC #US230 MINT,,
Connor Joe,Gold 2025,2.49,2.49,1.0,0.0,gssportscards30,2025 Topps Update Series Baseball Connor Joe Gold /2025 Cincinnati Reds #US58,,,staja8733,2025 Topps Update Connor Joe #US58 Gold 1322/2025 Cincinnati Reds,,
Drake Baldwin,1990,2.49,2.49,1.0,0.0,thesenate66,2025 Topps Update Series Drake Baldwin #U90-32 35th Anniversary RC,,,thesenate66,2025 Topps Update Series Drake Baldwin #U90-32 35th Anniversary RC,,
Drake Baldwin,Base Rainbow,2.49,2.49,1.0,0.0,3-2count24,2025 Topps Update Series - Rookie Debut Drake Baldwin #US113 Rainbow Foil (RC),,,3-2count24,2025 Topps Update Series - Rookie Debut Drake Baldwin #US113 Rainbow Foil (RC),,
Evan Sisk,Diamante,2.49,2.49,1.0,0.0,acts_of_insanity,2025 Topps Update Series Evan Sisk #US176 Diamante Foil RC NM Free Shipping,,,keesportscards,Evan Sisk 2025 Topps Update Diamante Foil RC #US176 Rookie,,
Mick Abel,Gold 2025,2.49,2.49,1.0,0.0,steel_rails_mike,2025 Topps Update Series - Mick Abel #US127 Gold /2025 (RC),,,steel_rails_mike,2025 Topps Update Series - Mick Abel #US127 Gold /2025 (RC),,
Nick Pivetta,Holiday Jackolantern,2.49,2.49,1.0,0.0,jjtr57,2025 Topps Update #US69 NICK PIVETTA PADRES HALLOWEEN JACK-O-LANTERN,,,creamcitysportscards_3,2025 Topps Update #US69 Nick Pivetta Holiday Jack O'Lantern Foil SD Padres,,
JoJo Romero,Gold 2025,2.48,2.48,1.0,0.0,br977437,2025 Topps Update Series - JoJo Romero #US346 Gold 0544/2025,,,norf-6217,JoJo Romero 2025 Topps Update Gold #US346 #/2025,,
Tim Tawa,Sandglitter,2.48,2.48,1.0,0.0,cardfinders,2025 Topps Update Sandglitter Exclusive Parallel Tim Tawa DBacks RC US287,,,dannybobany,2025 Topps Update Sand Glitter Foil Tim Tawa Rookie Arizona Diamondbacks #US287,,
Danny Jansen,Purple Rainbow,2.45,2.45,1.0,0.0,vtc_cards,2025 Topps Update Danny Jansen Purple Foilboard #032/250 Tampa Bay Rays,,,vtc_cards,2025 Topps Update Danny Jansen Purple Foilboard #032/250 Tampa Bay Rays,,
Cam Smith,Mystical,2.25,2.25,1.0,0.0,josnic-9149,2025 Topps Update Series - Mystical Cam Smith #MYS-15 (RC),,,josnic-9149,2025 Topps Update Series - Mystical Cam Smith #MYS-15 (RC),,
Carson Kelly,Orange Black,2.25,2.25,1.0,0.0,dadanddaughterscards,2025 Topps Update Carson Kelly Holiday Orange/Black #US156 Chicago Cubs,,,garygunner,2025 Topps Update Halloween Orange and Black Foil #US156 Carson Kelly,,
Evan Kravetz,Base Rainbow,2.25,2.25,1.0,0.0,infinite_cards_llc,2025 Topps Update Evan Kravetz #US280 Rainbow Foil RC Cincinnati Reds,,,mikeocardshop,2025 Topps Update Rainbow Foil Evan Kravetz RC Cincinnati Reds #US280,,
Joe Boyle,Orange Black,2.25,2.25,1.0,0.0,garygunner,2025 Topps Update Halloween Orange and Black Foil #US62 Joe Boyle,,,garygunner,2025 Topps Update Halloween Orange and Black Foil #US62 Joe Boyle,,
Kyle Hart,Base Rainbow,2.25,2.25,1.0,0.0,ldcollectibles25,2025 Topps Update Series Rainbow Foil Kyle Hart Rookie #US301 San Diego Padres,,,micgonz_92,2025 Topps Update Baseball Rainbow Foil Kyle Hart - San Diego Padres,,
Tanner Gordon,Gold 2025,2.25,2.25,1.0,0.0,arrc-cards,Tanner Gordon RC /2025 Gold - 2025 Topps Update #US8 Colorado Rockies,,,jomcg70,2025 Topps Update #US8 Tanner Gordon Gold #/2025,,
Moisés Ballesteros,Base Rainbow,2.24,2.24,1.0,0.0,ripfan1899,Moisés Ballesteros 2025 Topps Update #US236 Rainbow Foil Chicago Cubs,,,ripfan1899,Moisés Ballesteros 2025 Topps Update #US236 Rainbow Foil Chicago Cubs,,
Tyler Freeman,Orange Black,2.24,2.24,1.0,0.0,ho742201,2025 Topps Update Tyler Freeman Orange and Black  Holiday Parallel -Rockies,,,cwerb17,2025 Topps Update HOLIDAY ORANGE AND BLACK #US303 Tyler Freeman Colorado Rockies,,
Kristian Campbell,Black Gold,2.2,2.2,1.0,0.0,arthurscardsandcollectibles,2025 Topps Update #BG-2 Kristian Campbell Topps Black Gold,,,arthurscardsandcollectibles,2025 Topps Update #BG-2 Kristian Campbell Topps Black Gold,,
Agustín Ramírez,Gold 2025,2.19,2.19,1.0,0.0,operationbnl_sportscards,Agustín Ramírez 2025 Topps Update #US332 Gold #/2025 Miami Marlins,,,operationbnl_sportscards,Agustín Ramírez 2025 Topps Update #US332 Gold #/2025 Miami Marlins,,
Cam Smith,Black Gold,2.19,2.19,1.0,0.0,keesportscards,2025 Topps Update Series - Topps Black Gold Cam Smith #BG-9 (RC),,,keesportscards,2025 Topps Update Series - Topps Black Gold Cam Smith #BG-9 (RC),,
Edgar Quero,Diamante,2.19,2.19,1.0,0.0,traneofthought,Edgar Quero 2025 Topps Update #US325 Diamante Foil Rookie Debut,,,traneofthought,Edgar Quero 2025 Topps Update #US325 Diamante Foil Rookie Debut,,
Moisés Ballesteros,Diamante,2.19,2.19,1.0,0.0,traneofthought,Moisés Ballesteros 2025 Topps Update #US236 Diamante Foil Rookie Debut,,,traneofthought,Moisés Ballesteros 2025 Topps Update #US236 Diamante Foil Rookie Debut,,
Matt Shaw,Night Terrors,2.12,2.12,1.0,0.0,hivev-86,2025 Topps Update Series - Night Terrors Matt Shaw #NT-20 (RC),,,hivev-86,2025 Topps Update Series - Night Terrors Matt Shaw #NT-20 (RC),,
Nick Kurtz,nan,2.09,2.09,1.0,0.0,orioles98,2025 Topps Update Nick Kurtz ROOKIE #US197 - Athletics,,,orioles98,2025 Topps Update Nick Kurtz ROOKIE #US197 - Athletics,,
Brandon Young,Diamante,2.0,2.0,1.0,0.0,rainforrestcardshop,2025 Topps Update #US97 Brandon Young Diamante Foil,,,homeofthecards,2025 Topps Update #US97 Brandon Young Diamante Foil,,
Caleb Durbin,Orange Black,2.0,2.0,1.0,0.0,dadanddaughterscards,2025 Topps Update Caleb Durbin Orange Halloween Foil RC #US170 Rookie Brewers,,,dadanddaughterscards,2025 Topps Update Caleb Durbin Orange Halloween Foil RC #US170 Rookie Brewers,,
Cam Smith,Base Rainbow,2.0,2.0,1.0,0.0,bradyj92506,2025 Topps Update Series - Rookie Debut Cam Smith #US45 Rainbow Foil (RC),,,bradyj92506,2025 Topps Update Series - Rookie Debut Cam Smith #US45 Rainbow Foil (RC),,
Christian Vázquez,Diamante,2.0,2.0,1.0,0.0,rainforrestcardshop,2025 Topps Update #US7 Christian Vázquez Diamante Foil,,,rainforrestcardshop,2025 Topps Update #US7 Christian Vázquez Diamante Foil,,
Edgar Quero,Aqua Rainbow,2.0,2.0,1.0,0.0,fredandethelsports,2025 Topps Update #US325 Edgar Quero Aqua Rainbow Foil,,,fredandethelsports,2025 Topps Update #US325 Edgar Quero Aqua Rainbow Foil,,
Jorge Soler,Gold 2025,2.0,2.0,1.0,0.0,sdcardsandcomics,2025 Topps Update #US343 Jorge Soler Gold #/2025,,,car_448170,2025 Topps Update #US343 Jorge Soler Gold #/2025,,
Matt Shaw,Black Gold,2.0,2.0,1.0,0.0,fredandethelsports,2025 Topps Update #BG-7 Matt Shaw Topps Black Gold,,,fredandethelsports,2025 Topps Update #BG-7 Matt Shaw Topps Black Gold,,
Tanner Gordon,Base Rainbow,2.0,2.0,1.0,0.0,rainforrestcardshop,2025 Topps Update #US8 Tanner Gordon Rainbow Foil,,,rainforrestcardshop,2025 Topps Update #US8 Tanner Gordon Rainbow Foil,,
Thairo Estrada,Black Gold,2.0,2.0,1.0,0.0,ste-705636,2025 Topps Update Black/Gold Rockies 2 Cards Thairo Estrada & Ryan Rolison,,,ste-705636,2025 Topps Update Black/Gold Rockies 2 Cards Thairo Estrada & Ryan Rolison,,
Adael Amador,Diamante,1.99,1.99,1.0,0.0,loacollectibles,2025 Topps Update Series ADAEL AMADOR Colorado Rcokies RC SILVER DIAMANTE #US94,,,keesportscards,2025 Topps Update #US94 Adael Amador Pink Diamante SP Colorado Rockies,,
Agustín Ramírez,Base Rainbow,1.99,1.99,1.0,0.0,jakpi20,2025 Topps Update Agustín Ramírez #US11 RAINBOW FOIL Parallel RC Miami Marlins,,,jakpi20,2025 Topps Update Agustín Ramírez #US11 RAINBOW FOIL Parallel RC Miami Marlins,,
Agustín Ramírez,Sandglitter,1.99,1.99,1.0,0.0,xunfilteredcardsx,2025 Topps Update #US332 Agustín Ramírez Sandglitter,,,xunfilteredcardsx,2025 Topps Update #US332 Agustín Ramírez Sandglitter,,
Agustín Ramírez,X-Fractor,1.99,1.99,1.0,0.0,e-deals-usa,2025 Topps Update Agustín Ramírez #USC38 X-FRACTOR,,,e-deals-usa,2025 Topps Update Agustín Ramírez #USC38 X-FRACTOR,,
Alan Roden,Sandglitter,1.99,1.99,1.0,0.0,greg-9671,Alan Roden RC 2025 Topps Update Rookie Blue Jays Sandglitter US251,,,rhopow40,Alan Roden RC 2025 Topps Update Rookie Blue Jays Sandglitter US251,,
Antonio Senzatela,Sandglitter,1.99,1.99,1.0,0.0,traneofthought,Antonio Senzatela 2025 Topps Update #US154 Sandglitter Colorado Rockies,,,pet_that_goat,2025 Topps Update - Sandglitter - #US154 Antonio Senzatela - Colorado Rockies,,
Blade Tidwell,Diamante,1.99,1.99,1.0,0.0,jts_fieldofcards,2025 Topps Update #US22 Blade Tidwell (RC) ✨Diamante Foil✨ New York Mets,,,rusticcards93,2025 Topps Update Series - Blade Tidwell #US22 Diamante Foil (RC),,
Blake Treinen,Diamante,1.99,1.99,1.0,0.0,clayscards86,2025 Topps Update Series - Blake Treinen #US133 Diamante Foil,,,traneofthought,Blake Treinen 2025 Topps Update #US133 Diamante Foil,,
