seller_username,title,all_in_price,CT_list,player_guess
shoeboxsports24,2025 Topps Update Series - Ronny Simon (RC) #US111 - Diamante Foil - Pirates,1.99,Diamante,Ronny Simon
goatripper069,2025 Topps Update Series - Ronny Simon #US111 Gold Holofoil /50 (RC),15.0,Gold 50,Ronny Simon
whodeyf_31,2025 TOPPS UPDATE VINTAGE STOCK /99 US111 RONNY SIMON PITTSBURGH PIRATES,17.99,Vintage 99,Ronny Simon
slammer1981,2025 Topps Update Series - Ronny Simon #US111 (RC),1.84,,Ronny Simon
1st_base_cards,2025 Topps Update #US111 Ronny Simon RC Pink Diamante Pittsburgh Pirates,2.0,Diamante,Ronny Simon
txslabcardshop,2025 TOPPS UPDATE RONNY SIMON ROOKIE (RC) DIAMANTE FOIL #US111,2.29,Diamante,Ronny Simon
gab_85631,2025 Topps Update Ronny Simon RC #US111 Pink Holo Foil Pirates,2.99,,Ronny Simon
tandlshops,2025 Topps Update #US111 Ronny Simon Pink Diamante Foil,2.08,Diamante,Ronny Simon
jaken434,2025 Topps Update Series - Ronny Simon #US111 Holiday Orange & Black Foil (RC),1.95,Orange Black,Ronny Simon
cubbie_1908,"2025 Topps Update US111 Ronny Simon, Pittsburgh Pirates RC",2.5,,Ronny Simon
goatripper069,2025 Topps Update Series - Ronny Simon #US111 Gold /2025 (RC) Pirates,2.99,Gold 2025,Ronny Simon
jpar1010,2025 Topps Update Ronny Simon RC Gold Foil /50 Color Match Pirates🔥🔥,16.31,Gold 50,Ronny Simon
thecord44,2025 Topps Update Series - Josh Naylor #US110 Aqua Holofoil,4.12,,Josh Naylor
jash112233,2025 Topps Update Josh Naylor Gold /2025 #US110,3.24,Gold 2025,Josh Naylor
2ndtonone78,2025 Topps Update #US110 JOSH NAYLOR Purple Rainbow Foil /250,2.82,Purple Rainbow,Josh Naylor
dieselscards93,2025 Topps Update JOSH NAYLOR Gold /2025 #US110 Diamondbacks,4.73,Gold 2025,Josh Naylor
jaken434,2025 topps update josh naylor Crackle Foil,1.89,,Josh Naylor
bubonic,2025 Topps Update Josh Naylor Golden Mirror Variation #US110 Diamondbacks,37.0,Golden Mirror,Josh Naylor
brpafcshcp,2025 Topps Update Series Josh Naylor #US110 Orange Diamante /25 SSP,18.0,"Diamante, Orange 25, SSP",Josh Naylor
greg-9671,2025 Topps Update Series - Josh Naylor #US110 Silver Foilboard,2.23,,Josh Naylor
commonkingcards,2025 Topps Update #US110 Josh Naylor Holo Foil,1.99,,Josh Naylor
jsawcards,Josh Naylor 2025 Topps Update #US110 Diamante Foil Arizona Diamondbacks,1.99,Diamante,Josh Naylor
mandob76,Josh Naylor - 2025 Topps Update Series Baseball Sepia Refractor SP  #USC62,11.5,,Josh Naylor
hahnshobby,2025 Topps Update Series Josh Naylor Green Rainbow Foil Parallel /99 #US110,7.99,Green Foil,Josh Naylor
homegrown77,2025 Topps Update US110 Josh Naylor Orange Sand Glitter 3/25,26.0,"Orange 25, Sandglitter",Josh Naylor
goatripper069,2025 Topps Update Series - Josh Naylor #US110 Tinsel Foil,2.5,,Josh Naylor
5handssportscards,Josh Naylor 2025 Topps Update #US110 Gold Rainbow Foil /50,35.98,Gold 50,Josh Naylor
spina4life,2025 Topps Update Josh Naylor Gold Border Parallel /2025 #US110 Diamondbacks,3.95,Gold 2025,Josh Naylor
mrgames123,2025 Topps Update #US110 Josh Naylor Purple Holo Foil #238/250,5.99,Purple Rainbow,Josh Naylor
traneofthought,Josh Naylor 2025 Topps Update #US110 Diamante Foil,1.99,Diamante,Josh Naylor
muck1201,2025 Topps Update Series Holofoil - Josh Naylor #US110 Diamondbacks,2.24,,Josh Naylor
bucs-21,2025 Topps Update #US110 Josh Naylor Purple Rainbow Foil #/250,3.98,Purple Rainbow,Josh Naylor
mckinnishsports,2025 Topps Update Josh Naylor Rainbow Foil Parallel #US110 Diamondbacks,1.99,Base Rainbow,Josh Naylor
cardfinders,2025 Topps Update Purple Foil Parallel /250 Josh Naylor Dbacks US110,4.48,Purple Rainbow,Josh Naylor
trulyhonesttraders,Josh Naylor 2025 Topps Update Pink Holo Foil Sparkle Parallel #US110 D-Backs,4.07,,Josh Naylor
jsawcards,Josh Naylor 2025 Topps Update #US110 Diamante Foil Arizona Diamondbacks,1.99,Diamante,Josh Naylor
203cards,2025 Topps Update Gold Diamante #US110 Josh Naylor Diamondbacks /50,26.99,"Diamante, Gold 50",Josh Naylor
jos-762161,2025 Topps Update Series - Josh Naylor #US110 Holiday,1.5,,Josh Naylor
pnw-406cardcollecting,Josh Naylor Diamante Foil 2025 Topps Update Series #US110 Mariners/Diamondbacks,1.99,Diamante,Josh Naylor
keebsalphapacks,2025 Topps Update Josh Naylor Purple HoloFoil 40/250 Diamondbacks,14.99,Purple Rainbow,Josh Naylor
mikeocardshop,2025 Topps Update Purple Foil Josh Naylor 145/250 Diamondbacks #US110,5.99,Purple Rainbow,Josh Naylor
dw_2005,2025 Topps Update - Josh Naylor #US110 Rainbow Foilboard,2.46,Base Rainbow,Josh Naylor
dw_2005,2025 Topps Update - Josh Naylor #US110 Sandglitter,2.46,Sandglitter,Josh Naylor
jimmiepeyton4818,Josh Naylor 2025 Topps Update Memorial Day Camo 11/25 Card #US110,25.0,Camo 25,Josh Naylor
traneofthought,Josh Naylor 2025 Topps Update #US110 Sandglitter Cleveland Guardians,1.99,Sandglitter,Josh Naylor
tzcards,2025 Topps Update Independence Day Parallel /76 Josh Naylor D backs US110,25.99,Independence Day 76,Josh Naylor
dkh7575,2025 Topps Update Series Josh Naylor #US110 Purple Holofoil /250 (N1),8.74,Purple Rainbow,Josh Naylor
jsawcards,JOSH NAYLOR Rainbow Foil 2025 Topps Update US110 Arizona Diamondbacks,1.99,Base Rainbow,Josh Naylor
arrc-cards,Josh Naylor - Gold /2025 2025 Topps Update Series #US110 Guard D-Backs Mariners,4.85,Gold 2025,Josh Naylor
infinityartmedia,JOSH NAYLOR—2025 Topps Update Series Gold Parallel Insert #US110 (1764/2025),5.01,Gold 2025,Josh Naylor
dkbklyn19733,2025 Topps Update Series - Josh Naylor #US110 Diamante Foil. G7,2.48,Diamante,Josh Naylor
northwestcardguy,2025 Topps Update Series - Josh Naylor #US110 Rainbow Foil,2.59,Base Rainbow,Josh Naylor
floridacardsales,2025 Topps Update Josh Naylor Purple Foil Parallel #US44 /250 Diamondbacks,10.49,Purple Rainbow,Josh Naylor
themississaugacontinues416,2025 Topps Update Series Josh Naylor #US110 Gold /2025 Seattle,7.57,Gold 2025,Josh Naylor
izzycollex,JOSH NAYLOR 2025 TOPPS UPDATE SERIES GOLD DIAMONDBACKS /2025,7.75,Gold 2025,Josh Naylor
jwcardznthings,Josh Naylor ~ 2025 Topps Update ~ Holiday Foil #US110,1.85,,Josh Naylor
wamacollectibles,2025 Topps Update Series Josh Naylor Blue Foil /150 Arizona Diamondbacks,4.0,Blue Rainbow,Josh Naylor
nerdysportsgirl24,2025 Topps Update Josh Naylor Blue Rainbow Foil 52/150 #US110 Diamondbacks,9.0,Blue Rainbow,Josh Naylor
chicagosportsmiley,2025 Topps Update Orange Black Josh Naylor #US110 - Arizona,2.4,Orange Black,Josh Naylor
bonds2001,2025 Topps Update Holo Foil #US110 Josh Naylor,2.3,,Josh Naylor
avzensportscards,2025 Topps Update Black Holo Foil #US110 Josh Naylor 6/10 Arizona Diamondbacks,59.95,Black 10,Josh Naylor
ppgshader,2025 Topps Update Josh Naylor Pink Diamante Foil Arizona Diamondbacks #US110,2.25,Diamante,Josh Naylor
comebackcollectibles,2025 Topps Update Josh Naylor #US110 Arizona Diamondbacks,1.99,,Josh Naylor
dunbarsportscards,🔥 Josh Naylor 2025 Topps Update #US110 Sandglitter Diamondbacks,2.57,Sandglitter,Josh Naylor
mikeocardshop,2025 Topps Update Rainbow Foil Josh Naylor Arizona Diamondbacks #US110,2.09,Base Rainbow,Josh Naylor
gummyratz,2025 Topps Update Josh Naylor Gold /2025,5.73,Gold 2025,Josh Naylor
gth_5015,2025 Topps Update Holo Foil #US110 Josh Naylor Arizona Diamondbacks,2.78,,Josh Naylor
fritziefeet,Josh Naylor 2025 Topps Update Rainbow Foil Parallel SP #US110 Diamondbacks,1.99,Base Rainbow,Josh Naylor
djchinosports,2025 Topps Update Series Sandglitter Josh Naylor Arizona Diamondbacks #US110,3.08,Sandglitter,Josh Naylor
dasan_8967,2025 Topps Update #US110 Josh Naylor Sandglitter,2.59,Sandglitter,Josh Naylor
kard-hammer,JOSH NAYLOR Rainbow Foil 2025 Topps Update US110 Arizona Diamondbacks Card,1.98,Base Rainbow,Josh Naylor
caughtupintheskycards,2025 Topps Update Josh Naylor Gold #0355/2025 Diamondbacks,5.75,Gold 2025,Josh Naylor
3-2count24,2025 Topps Update Series - Josh Naylor #US110 Jack-O'-Lantern Foil,3.99,Holiday Jackolantern,Josh Naylor
1967dew,2025 Topps Update #US110 Josh Naylor - BB,2.49,,Josh Naylor
jdogsrelics,2025 Topps Update #US110 Josh Naylor Rainbow Foil Arizona Diamondbacks Baseball,1.99,Base Rainbow,Josh Naylor
breakingbrad815,2025 Topps Update Josh Naylor Blue Rainbow Foil Baseball Card /150,10.0,Blue Rainbow,Josh Naylor
mercertl,2025 Topps Update #US110 Josh Naylor Arizona Diamondbacks 4577,1.69,,Josh Naylor
cardfinders,2025 Topps Update Rainbow Foil Parallel Josh Naylor Dbacks US110,2.48,Base Rainbow,Josh Naylor
ericscardsii,Josh Naylor 2025 Topps Update Arizona Diamondbacks #US110,1.66,,Josh Naylor
dwells00collectibles,JOSH NAYLOR 2025 TOPPS UPDATE TOPPS LOGO FOIL #US110 ARIZONA DIAMONDBACKS NM,4.0,,Josh Naylor
thereklinercardsandbreaks,JOSH NAYLOR Rainbow Foil 2025 Topps Update US110 Arizona Diamondbacks,2.49,Base Rainbow,Josh Naylor
muck1201,2025 Topps Update Series - Josh Naylor #US110 Diamondbacks,1.74,,Josh Naylor
katt_cards,2025 Topps Update Series - Josh Naylor #US110 Holiday,1.99,,Josh Naylor
seaweed21,2025 Topps Update Holo Foil Baseball Card Complete Finish  Your List U-Pick,1.79,,
vladtheinhaler,2025 Topps Update Josh Naylor #US110 Arizona Diamondbacks,1.61,,Josh Naylor
cheddarbob319,2025 Topps Update Josh Naylor Jack O Lantern Foil #US33 Diamondbacks Mariners,6.49,Holiday Jackolantern,Josh Naylor
djchinosports,2025 Topps Update Series Base Josh Naylor Arizona Diamondbacks #US110,2.08,,Josh Naylor
sdcardsandcomics,2025 Topps Update #US332 Agustín Ramírez,2.0,,Agustín Ramírez
trulyhonesttraders,Agustín Ramírez 2025 Topps Update Diamante Foil #US11 RC Miami Marlins,4.3,Diamante,Agustín Ramírez
comebackcollectibles,2025 Topps Update Agustín Ramírez Rookie #US11 Miami Marlins,1.99,,Agustín Ramírez
rack_pack_cards,Agustín Ramírez RC 2025 Topps Update Rookie Marlins,2.0,,Agustín Ramírez
rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 1990 Topps Baseball 35th Anniversary,2.0,1990,Agustín Ramírez
linedrivecards,2025 Topps Update #US11 Agustín Ramírez Miami Marlins Rookie,1.59,,Agustín Ramírez
one.9-201,2025 Topps Update 1990 Topps Baseball 35th Anniversary #U90-37 Agustín Ramírez,12.24,1990,Agustín Ramírez
spera04,2025 Topps Update 1990 Topps Chrome Mojo Agustín Ramírez #U90C-59,2.84,"Chrome, 1990",Agustín Ramírez
tri-statetoploaders,2025 Topps Update #US332 Agustín Ramírez,1.98,,Agustín Ramírez
rynoscards23,2025 Topps Update - Agustín Ramírez (RC) #U90C-59 *Gold Topps Chrome Mojo 29/50,27.5,"Chrome, Gold 50",Agustín Ramírez
southbg,2025 Topps Update #US11 Agustín Ramírez,1.99,,Agustín Ramírez
homefieldadvantage,Agustín Ramírez 2025 Topps Update Refractor Rookie #USC200,3.99,,Agustín Ramírez
comebackcollectibles,2025 Topps Update Agustín Ramírez Rookie #US11 Miami Marlins,1.99,,Agustín Ramírez
rack_pack_cards,Agustín Ramírez RC 2025 Topps Update Rookie Marlins,2.0,,Agustín Ramírez
mcgoverncreativeandcollectibles,2025 Topps Update Series Agustín Ramírez Rookie Debut Rainbow Foil #US332 RC,4.99,Base Rainbow,Agustín Ramírez
rainforrestcardshop,2025 Topps Update #U90-37 Agustín Ramírez 35th Anniversary Holo Foil,2.0,1990,Agustín Ramírez
pattal-3,2025 Topps Update Agustín Ramírez (RC) 1990 Foil #U90-37 Rookie Baseball Card,1.75,1990,Agustín Ramírez
drummermattk_tcg,2025 Topps Update #US11 Agustín Ramírez RC,1.99,,Agustín Ramírez
junkwaxkids,2025 Topps Update #US332 Agustín Ramírez,1.29,,Agustín Ramírez
jsawcards,Agustín Ramírez 2025 Topps Update #U90-37  35th Anniversary Marlins,1.99,1990,Agustín Ramírez
acrowsfeast,2025 Topps Update Base #US11 Agustín Ramírez RC Miami Marlins,1.99,,Agustín Ramírez
dkbbl8,2025 Topps Update #US11 Agustín Ramírez Rookie Miami Marlins,1.39,,Agustín Ramírez
pinandcardpalace,2025 Topps Update #US332 Agustín Ramírez,1.97,,Agustín Ramírez
cojcoll89,2025 Topps Update #US332 Agustín Ramírez Gold #/2025 RC,3.99,Gold 2025,Agustín Ramírez
synergyycards,2025 Topps Update #US332 Agustín Ramírez,2.25,,Agustín Ramírez
firehousesportzcardz,2025 Topps Update #US332 Agustín Ramírez,1.39,,Agustín Ramírez
axle_premiumsportscards,Agustín Ramírez 2025 Topps Update Chrome Miami Marlins,3.5,Chrome,Agustín Ramírez
one.9-201,2025 Topps Update - Topps Logo Foil #US332 Agustín Ramírez,12.24,,Agustín Ramírez
axle_premiumsportscards,2025 Topps Update - Topps Blue Foil Agustín Ramírez Miami Marlins,4.5,,Agustín Ramírez
xunfilteredcardsx,2025 Topps Update #US332 Agustín Ramírez Sandglitter,1.99,Sandglitter,Agustín Ramírez
jakpi20,2025 Topps Update Agustín Ramírez #US11 RAINBOW FOIL Parallel RC Miami Marlins,1.99,Base Rainbow,Agustín Ramírez
nfdholdings,2025 Topps Update #US11 Agustín Ramírez,26.0,,Agustín Ramírez
hoosierwhodey812,2025 Topps Update Holiday Agustín Ramírez RC #US332 - Miami Marlins,2.57,,Agustín Ramírez
hahnshobby,2025 Topps Update Agustín Ramírez RC Gold Chrome Mojo Refractor /50 #U90C-59,21.0,"Chrome, Gold 50",Agustín Ramírez
aus-158089,2025 Topps Update #US332 Agustín Ramírez,1.49,,Agustín Ramírez
firegirlbear1,2025 Topps Update #US11 Agustín Ramírez,1.35,,Agustín Ramírez
easternctsportscards,Agustín Ramírez 2025 Topps Update #US332 Miami Marlins,3.29,,Agustín Ramírez
comc_consignment,2025 Topps Update Rookie Debut Gold /2025 Agustin Ramirez Agustín Ramírez 19b4,4.8,Gold 2025,Agustín Ramírez
hermanoscardshop,Agustín Ramírez 2025 Topps Update 35th Anniversary Chrome Purple Rookie #/75,13.03,"Chrome, 1990",Agustín Ramírez
phoeniciantrading,2025 Topps Update #US11 Agustín Ramírez,1.49,,Agustín Ramírez
susmcgee,2025 Topps Update #US11 Agustín Ramírez Holiday,1.75,,Agustín Ramírez
breakwithjake,2025 Topps Update Agustín Ramírez Purple Rainbow Foil Miami Marlins #/250,4.99,Purple Rainbow,Agustín Ramírez
e-deals-usa,2025 Topps Update Agustín Ramírez #USC38 X-FRACTOR,1.99,X-Fractor,Agustín Ramírez
maybow1992,2025 Topps Update #US332 Agustín Ramírez Independence Day #/76,21.31,Independence Day 76,Agustín Ramírez
cubbie_1908,"2025 Topps Update US332 Agustín Ramírez, Miami Marlins (Rookie Debut)",3.0,,Agustín Ramírez
jpar1010,2025 Topps Update Agustin Ramirez RC Memorial Day Camo /25 #US332 Miami Marlins,55.74,Camo 25,
slabandwax,2025 Topps Update Agustín Ramírez #US332 Miami Marlins Raywave Refractor,4.73,,Agustín Ramírez
kingbeerus,2025 Topps Update Series Baseball Agustín Ramírez Rookie Debut #US332 Marlins,0.99,,Agustín Ramírez
one.9-201,2025 Topps Update #US11 Agustín Ramírez Silver Foilboard,12.24,,Agustín Ramírez
kdam1200,2025 Topps Update Black 1/10 Augustin Ramirez RC Autograph Card,125.0,Black 10,
patricksales30,2025 Topps Update Series -   MOJO Orange Agustin Ramirez 13/25 #U90C-59 RC,25.0,Orange 25,
jpar1010,2025 Topps Update Agustin Ramirez RC True Photo Variation SSP Miami Marlins🔥🔥,55.74,"Photo Variation, SSP",
junkwaxkids,2025 Topps Update #US11 Agustín Ramírez,1.29,,Agustín Ramírez
jctiger1986,2025 Topps Update #US332 Agustín Ramírez Blue Holo Foil #/150,6.11,Blue Rainbow,Agustín Ramírez
peanutz.cardz,2025 Topps Update #US332 Agustín Ramírez Diamante Foil BB6,1.78,Diamante,Agustín Ramírez
pet_that_goat,2025 Topps Update - Holo Foil - #US11 Agustín Ramírez RC,1.99,,Agustín Ramírez
heart_of_texas_hobbyist,2025 Topps Update 35th Anniversary Agustín Ramírez RC Rainbow Foil #U90-37,2.0,"Base Rainbow, 1990",Agustín Ramírez
operationbnl_sportscards,Agustín Ramírez 2025 Topps Update #US332 Gold #/2025 Miami Marlins,2.19,Gold 2025,Agustín Ramírez
supply-rabbit,2025 Topps Update #US332 Agustín Ramírez,1.79,,Agustín Ramírez
moons-card-shop,2025 Topps Update #US332 Agustín Ramírez,1.84,,Agustín Ramírez
battersboxsportscards,2025 Topps Update #US332 Agustín Ramírez,1.99,,Agustín Ramírez
supply-rabbit,2025 Topps Update #US332 Agustín Ramírez,1.79,,Agustín Ramírez
pskell02,2025 Topps Update Agustín Ramírez #US11,1.84,,Agustín Ramírez
qrcollectables,2025 Topps Update Baseball #US11 Agustín Ramírez Miami Marlins Rookie,1.98,,Agustín Ramírez
pskell02,2025 Topps Update Agustín Ramírez #US11,1.84,,Agustín Ramírez
kegall-87,Agustín Ramírez 2025 Topps Update #US332 Miami Marlins,1.75,,Agustín Ramírez
southbg,2025 Topps Update #US11 Agustín Ramírez,1.99,,Agustín Ramírez
john.reynolds723,2025 Topps Update Base #US11 Agustín Ramírez RC Miami Marlins,1.49,,Agustín Ramírez
rkchasingvb,2025 Topps Update #U90-37 Agustín Ramírez 1990 Topps Baseball 35th Anniversary,1.83,1990,Agustín Ramírez
louielove215,2025 Topps Update Agustín Ramírez Rookie #US332 Miami Marlins,2.99,,Agustín Ramírez
jojbreak,2025 Topps Update #US332 Agustín Ramírez Miami Marlins Rookie Card RC,1.79,,Agustín Ramírez
pskell02,2025 Topps Update Agustín Ramírez #US332,1.84,,Agustín Ramírez
nichbau-13,"2025 Topps Update Diamante Foil US11 Agustín Ramírez, Miami Marlins RC",2.28,Diamante,Agustín Ramírez
kegall-87,Agustín Ramírez 2025 Topps Update #US11 Miami Marlins RC,1.75,,Agustín Ramírez
jojbreak,2025 Topps Update #US11 Agustín Ramírez Miami Marlins Rookie Card RC,1.79,,Agustín Ramírez
qrcollectables,2025 Topps Update Baseball #US332 Agustín Ramírez Miami Marlins,1.98,,Agustín Ramírez
dc24,2025 Topps Update ROBERT HASSELL III RC #/2025 GOLD Nationals Rookie US109,5.48,Gold 2025,Robert Hassell III
ricbilde_0,2025 Topps Update Robert Hassell III Rainbow Foil #US109 Rookie RC Nationals,1.99,Base Rainbow,Robert Hassell III
gauljs,2025 Topps Update - Robert Hassell III - #US109 Gold Numbered /2025 - Rookie RC,4.78,Gold 2025,Robert Hassell III
junkwaxdonny,Robert Hassell III 1990 Foil Rookie RC 2025 Topps Update Card #U90-41 Nationals,1.49,1990,Robert Hassell III
michaeljames44,2025 Topps Update Series Robert Hassell III #US109,1.19,,Robert Hassell III
jaho-843756,2025 Topps Update ROBERT HASSELL III RC #/2025 GOLD Nationals Rookie US109,6.98,Gold 2025,Robert Hassell III
canadan15,2025 Topps Update Robert Hassell III Baseball Stars Auto #BSAU-RH 4/50,67.06,,Robert Hassell III
acbone1522,2025 Topps Update Series - Robert Hassell III #US109 Green Foil /99 (RC),6.99,Green Foil,Robert Hassell III
spina4life,2025 Topps Update Robert Hassell III #U90-41 Foil Nationals Insert 35th 1990,1.35,1990,Robert Hassell III
ultralegendstoys,2025 Topps Update Purple /75 Robert Hassell III RC Silver Pack #U90C-28,4.99,,Robert Hassell III
aoscards_78,2025 Topps Update Robert Hassell III RC /50 Gold Holo Foil #US109 Nationals,21.11,Gold 50,Robert Hassell III
commonkingcards,2025 Topps Update #US109 Robert Hassell III Aqua Holo Foil,2.49,,Robert Hassell III
josnic-9149,2025 Topps Update Series - 1990 Topps Baseball Robert Hassell III #U90-41 (RC),1.47,1990,Robert Hassell III
jj_sandberg,2025 Topps Update '90 Topps Baseball Robert Hassell III #U90-41 RC,1.73,,Robert Hassell III
tommypgoods,2025 Topps Update Series - Holo Foil #US109 Robert Hassell III (RC),1.93,,Robert Hassell III
vegasborncards,2025 Topps Update Robert Hassell III 1990 Topps Chrome,2.0,"Chrome, 1990",Robert Hassell III
cwerb17,2025 Topps Update '90 Topps #U90-41 Robert Hassell III RC Washington Nationals,1.94,,Robert Hassell III
linedrivecards,2025 Topps Update #U90-41 Robert Hassell III 1990 Topps 35th Anniversary,1.69,1990,Robert Hassell III
caughtupintheskycards,2025 Topps Update Robert Hassell III RC Pink Holofoil SP Nationals Retail Only,11.0,,Robert Hassell III
jw_sports_memorabilia,Robert Hassell III 2025 Topps Update Series RC U90C-28 Blue Mojo Refractor /150,20.74,Blue Rainbow,Robert Hassell III
golfshibby3,2025 Topps Update Robert Hassell III RC 35th Anniversary Foil Mint #U90-41 '90,1.85,1990,Robert Hassell III
jcsstacksofcards,2025 Topps Update Robert Hassell III Silver Foilboard Rookie RC #US109 | Nats,2.0,,Robert Hassell III
bentleybadgerenterprises,2025 Topps Update-Robert Hassell III RC 35th Anniversary-U90-41 Rainbow Foil,3.8,"Base Rainbow, 1990",Robert Hassell III
armint4,2025 Topps Update Robert Hassell III Rookie 35th Anniversary Foil & Base Rookie,4.49,1990,Robert Hassell III
croixscardstop,2025 Topps Update Series - 1990 Topps Baseball Robert Hassell III #U90-41...,1.99,1990,Robert Hassell III
napetradingcards,2025 Topps Update - Nationals Rookie Robert Hassell III US109 Pink Diamante Foil,3.99,Diamante,Robert Hassell III
rainforrestcardshop,2025 Topps Update #US109 Robert Hassell III Rainbow Foil,2.0,Base Rainbow,Robert Hassell III
shreky418cards,2025 Topps Update Series - Robert Hassell III #US109 Rainbow Foil (RC),2.1,Base Rainbow,Robert Hassell III
yanks96,2025 Topps Update Diamonte Robert Hassell III RC Washington Nationals #US109,5.98,,Robert Hassell III
arrc-cards,Robert Hassell III RC /150 Blue Mojo Refractor - 2025 Topps Update #U90C-28,14.35,Blue Rainbow,Robert Hassell III
dc24,2025 Topps Update ROBERT HASSELL III /150 BLUE MOJO Silver Pack Nationals Rookie,11.28,Blue Rainbow,Robert Hassell III
