player_name_key,player_name_display,set_count,total_cards,2024_bowman,2024_bowman_chrome,2024_bowman_draft,2024_topps_chrome,2024_topps_chrome_update,2024_topps_series1,2024_topps_series2,2024_topps_update,2025_bowman,2025_bowman_chrome,2025_bowman_draft,2025_topps_chrome,2025_topps_chrome_update,2025_topps_series1,2025_topps_series2,2025_topps_update,2026_topps_heritage,2026_topps_series1
thomas saggese,Thomas Saggese,6,29,,,,,,,,,7,,,4,5,,10,2,1,
thomas sosa,Thomas Sosa,1,1,,1,,,,,,,,,,,,,,,,
thomas white,Thomas White,2,7,,,,,,,,,5,,2,,,,,,,
thurman munson,Thurman Munson,1,1,,,,,,,1,,,,,,,,,,,
tickets to the home run derby,Tickets to the Home Run Derby,1,1,,,,,,,,,,,,,,,,,,1
tickets to the mlb,Tickets to the MLB,1,1,,,,,,,,,,,,,,,,,,1
tim anderson,Tim Anderson,2,4,,,,1,,,3,,,,,,,,,,,
tim elko,Tim Elko,2,5,,,,,,,,,,,,,3,,,2,,
tim hudson,Tim Hudson,2,3,,,,,,,2,,,,,,,,1,,,
tim mayza,Tim Mayza,1,1,,,,,,,,1,,,,,,,,,,
tim piasentin,Tim Piasentin,1,3,,,,,,,,,,,3,,,,,,,
tim raines,Tim Raines,2,2,,,,,,,1,,,,,,,,1,,,
tim salmon,Tim Salmon,1,1,,,,,,,,,,,,,,,,,,1
tim tawa,Tim Tawa,2,5,,,,,,,,,,,,,3,,,2,,
tink hence,Tink Hence,4,9,2,1,2,,,,,,4,,,,,,,,,
tirso ornelas,Tirso Ornelas,2,5,,,,,,,,,,,,,3,,,2,,
tj friedl,TJ Friedl,3,3,,,,,,,,,,,,,,,1,,1,1
tj hopkins,TJ Hopkins,3,4,,,,1,1,,,2,,,,,,,,,,
tobias myers,Tobias Myers,3,6,,,,,3,,,2,,,,,,,1,,,
todd helton,Todd Helton,1,0,,,,,,,,,,,,,,,,,,
tom glavine,Tom Glavine,8,13,,,,1,1,3,3,,,,,1,1,,1,,,2
tom murphy,Tom Murphy,1,1,,,,,,,,1,,,,,,,,,,
tom seaver,Tom Seaver,4,5,,,,,,2,,1,,,,,,1,,,,1
tommy edman,Tommy Edman,6,10,,,,,,,1,,1,,,2,,,4,1,,1
tommy kahnle,Tommy Kahnle,1,1,,,,,,,1,,,,,,,,,,,
tommy pham,Tommy Pham,3,3,,,,,1,,,,,,,,1,,,1,,
tommy troy,Tommy Troy,5,12,5,1,2,,,,,,2,,2,,,,,,,
tommy white,Tommy White,2,4,,,,,,,,,,2,2,,,,,,,
tomoyuki sugano,Tomoyuki Sugano,5,12,,,,,,,,,1,,,2,,,2,6,,1
tony blanco jr.,Tony Blanco Jr.,1,3,3,,,,,,,,,,,,,,,,,
tony gonsolin,Tony Gonsolin,3,5,,,,,,2,1,,,,,,,,2,,,
tony gwynn,Tony Gwynn,6,15,,,,,,4,2,2,,,,,,4,1,,,2
tony hawk,Tony Hawk,1,1,,,,,,,,,,,,,,,,,,1
tony kemp,Tony Kemp,1,1,,,,,,,,1,,,,,,,,,,
tony oliva,Tony Oliva,3,5,,,,,,,,,,,,,1,,1,3,,
tony perez,Tony Perez,1,2,,,,,,,,,,,,,,,,,2,
tony pérez,Tony Pérez,2,3,,,,,,,,,,2,,,1,,,,,
tony ruiz,Tony Ruiz,1,3,3,,,,,,,,,,,,,,,,,
torey lovullo,Torey Lovullo,1,0,,,,,,,,,,,,,,,,,,
torii hunter,Torii Hunter,4,12,,,,,,,4,1,,,,,1,,,6,,
toronto blue jays,Toronto Blue Jays,5,6,,,,,,,1,,,1,,,,,1,,2,1
touki toussaint,Touki Toussaint,1,1,,,,,,,1,,,,,,,,,,,
travis adams,Travis Adams,1,2,,,,,,,,,,,,,,,,,,2
travis bazzana,Travis Bazzana,4,40,,,15,,,,,,12,8,5,,,,,,,
travis d'arnaud,Travis d'Arnaud,3,3,,,,,,,1,,,,,,,1,,1,,
travis honeyman,Travis Honeyman,1,2,2,,,,,,,,,,,,,,,,,
travis jankowski,Travis Jankowski,3,3,,,,,1,,,1,,,,,,,,1,,
travis scott,Travis Scott,1,0,,,,,,,,,,,,,,,,,,
travis sykora,Travis Sykora,3,4,1,,,,,,,,1,,2,,,,,,,
tre' morgan,Tre' Morgan,2,4,2,,2,,,,,,,,,,,,,,,
trea turner,Trea Turner,16,95,1,1,,6,4,11,13,13,1,1,,3,1,2,16,8,6,8
trent grisham,Trent Grisham,4,4,,,,,,1,,1,,,,,1,,1,,,
trenton brooks,Trenton Brooks,3,4,,,,,,,,,,,,1,2,,,1,,
trevor cohen,Trevor Cohen,1,3,,,,,,,,,,,3,,,,,,,
trevor harrison,Trevor Harrison,1,1,,,,,,,,,,1,,,,,,,,
trevor hoffman,Trevor Hoffman,4,6,,,,,1,,1,,,,,,1,,3,,,
trevor larnach,Trevor Larnach,4,4,,,,,,,1,,,,,,,,1,,1,1
trevor mcdonald,Trevor McDonald,4,5,,,,,,,,,,,,1,2,,1,1,,
trevor megill,Trevor Megill,2,3,,,,,,,,,,,,,,,,1,,2
trevor rogers,Trevor Rogers,4,4,,,,,1,,,1,,,,,,,,,1,1
trevor story,Trevor Story,6,11,,,,2,,,2,1,,,,1,,,3,2,,
trevor williams,Trevor Williams,2,2,,,,,1,,,1,,,,,,,,,,
trey cabbage,Trey Cabbage,5,7,,1,,2,1,2,1,,,,,,,,,,,
trey lipscomb,Trey Lipscomb,2,6,,,,,4,,,2,,,,,,,,,,
trey snyder,Trey Snyder,1,3,,,3,,,,,,,,,,,,,,,
trey sweeney,Trey Sweeney,7,16,,,,,,,,,3,1,,2,3,,5,,1,1
trey yesavage,Trey Yesavage,3,5,,,3,,,,,,1,,,,,,,,1,
tristan gray,Tristan Gray,4,6,,,,2,1,,2,1,,,,,,,,,,
tristan peters,Tristan Peters,2,3,,,,,,,,,,,,,,,,,1,2
tristin english,Tristin English,2,2,,,,,,,,,,,,,,,,,1,1
triston casas,Triston Casas,10,20,,1,,3,1,,5,1,1,,,1,,,2,4,,1
triston mckenzie,Triston McKenzie,5,11,,,,,,2,5,1,,,,1,,,2,,,
trout,Trout,1,1,,,,,,,,,,,,,,1,,,,
troy johnston,Troy Johnston,2,4,,,,,,,,,,,,,,,,,2,2
troy melton,Troy Melton,2,4,,,,,,,,,,,,,,,,,1,3
troy taylor,Troy Taylor,4,4,,,,,,,,,,,,1,1,,1,1,,
troy tulowitski,Troy Tulowitski,1,1,,,,,,,,,,,,,1,,,,,
tsung-che cheng,Tsung-Che Cheng,4,9,,,,,,,,,3,1,,,3,,,2,,
tucker,Tucker,1,1,,,,,,,,,,,,,,,1,,,
tucker barnhart,Tucker Barnhart,1,1,,,,,,,,1,,,,,,,,,,
turner,Turner,3,3,,,,,,,,,,,,,,,1,1,,1
ty adcock,Ty Adcock,2,2,,,,1,1,,,,,,,,,,,,,
ty cobb,Ty Cobb,4,5,,,,,,2,1,,,,,,,1,,,,1
ty france,Ty France,4,5,,,,,,,2,,,,,1,1,,,1,,
ty harvey,Ty Harvey,1,3,,,,,,,,,,,3,,,,,,,
ty madden,Ty Madden,5,10,,1,,,,,,,,,,3,3,,2,1,,
ty southisene,Ty Southisene,2,4,,,3,,,,,,,,1,,,,,,,
tyler alexander,Tyler Alexander,1,1,,,,,,,,1,,,,,,,,,,
tyler anderson,Tyler Anderson,4,4,,,,,,1,,1,,,,1,,,1,,,
tyler black,Tyler Black,5,18,1,2,,,10,,,4,1,,,,,,,,,
tyler bremner,Tyler Bremner,1,11,,,,,,,,,,,11,,,,,,,
tyler callihan,Tyler Callihan,2,4,,,,,,,,,,,,,3,,,1,,
tyler cropley,Tyler Cropley,2,3,,,,2,,,1,,,,,,,,,,,
tyler ferguson,Tyler Ferguson,1,1,,,,,1,,,,,,,,,,,,,
tyler ferguson rc,Tyler Ferguson RC,1,1,,,,,,,,1,,,,,,,,,,
tyler fitzgerald,Tyler Fitzgerald,5,10,,,,2,2,,3,,,,,1,,,2,,,
tyler freeman,Tyler Freeman,3,3,,,,,,,1,,,,,,,,,1,,1
tyler gentry,Tyler Gentry,4,5,,,,,,,,,,,,2,1,,1,1,,
tyler glasnow,Tyler Glasnow,5,16,,,,1,2,3,,9,,,,,,,,1,,
tyler heineman,Tyler Heineman,1,1,,,,,,,,,,,,,,,,1,,
tyler holton,Tyler Holton,2,2,,,,,1,,,1,,,,,,,,,,
tyler jay,Tyler Jay,1,1,,,,,1,,,,,,,,,,,,,
tyler jay rc,Tyler Jay RC,1,1,,,,,,,,1,,,,,,,,,,
tyler locklear,Tyler Locklear,6,13,,,,,,,,,1,,,3,3,2,2,2,,
tyler mahle,Tyler Mahle,1,1,,,,,,,,,,,,,,,,1,,
tyler nevin,Tyler Nevin,2,2,,,,,,,,1,,,,,,,1,,,
tyler o'neill,Tyler O'Neill,5,5,,,,,1,1,,1,,,,1,,,1,,,
tyler owens,Tyler Owens,2,3,,,,,,,,,,,,,2,,,1,,
tyler phillips,Tyler Phillips,3,3,,,,,,,,,,,,1,1,,1,,,
tyler rogers,Tyler Rogers,3,3,,,,,1,,,1,,,,,1,,,,,
tyler soderstrom,Tyler Soderstrom,11,40,3,1,,4,4,7,6,3,,,,1,,,,6,2,3
tyler stephenson,Tyler Stephenson,5,7,,,,,,,2,,,,,1,,,2,,1,1
tyler tolbert,Tyler Tolbert,2,5,,,,,,,,,,,,,3,,,2,,
tyler wade,Tyler Wade,1,1,,,,,,,,1,,,,,,,,,,
tyler wells,Tyler Wells,1,1,,,,,,1,,,,,,,,,,,,
tylor megill,Tylor Megill,3,3,,,,,,,1,,,,,,1,,,1,,
tyrone taylor,Tyrone Taylor,1,1,,,,,,,1,,,,,,,,,,,
tyson lewis,Tyson Lewis,2,6,,,4,,,,,,,,2,,,,,,,
tyson neighbors,Tyson Neighbors,1,3,,,3,,,,,,,,,,,,,,,
tytus cissell,Tytus Cissell,1,3,,,3,,,,,,,,,,,,,,,
valente bellozo,Valente Bellozo,3,5,,,,,,,,,,,,2,1,,2,,,
vaughn grissom,Vaughn Grissom,2,2,,,,,1,,1,,,,,,,,,,,
veen,Veen,1,1,,,,,,,,,,,,,,,,1,,
verlander,Verlander,1,1,,,,,,,,,,,,,,,,1,,
veronica alvarez,Veronica Alvarez,1,1,,,,,,,1,,,,,,,,,,,
victor caratini,Victor Caratini,4,4,,,,,1,,,1,,,,,1,,,1,,
victor hurtado,Victor Hurtado,2,5,,3,2,,,,,,,,,,,,,,,
victor mederos,Victor Mederos,2,4,,,,,2,2,,,,,,,,,,,,
victor mesa jr.,Victor MESA JR.,3,5,,,,,,,,,,,,,3,,,1,1,
victor robles,Victor Robles,4,4,,,,,,,1,,,,,,,,1,,1,1
victor rodrigues,Victor Rodrigues,1,3,,,,,,,,,3,,,,,,,,,
victor scott,Victor Scott,1,1,,,,1,,,,,,,,,,,,,,
victor scott ii,Victor Scott II,8,21,,2,,,7,,,6,1,,,,,,2,1,1,1
victor vodnik,Victor Vodnik,3,3,,,,1,1,,1,,,,,,,,,,,
victor wembanyama,Victor Wembanyama,1,2,,,,,,,2,,,,,,,,,,,
vidal bruján,Vidal Bruján,2,2,,,,,,,,1,,,,,,,1,,,
vince coleman,Vince Coleman,1,1,,,,,,,,,,,,,,,,,,1
vinnie pasquantino,Vinnie Pasquantino,6,8,,,,,1,1,1,,,,,1,,,,1,,3
vladi guerrero,Vladi Guerrero,2,6,,4,2,,,,,,,,,,,,,,,
vladimir asencio,Vladimir Asencio,2,4,,2,2,,,,,,,,,,,,,,,
vladimir guerrero,Vladimir Guerrero,9,25,,,,1,,2,6,2,,,,,1,3,2,2,,6
vladimir guerrero jr.,Vladimir Guerrero Jr.,16,182,1,4,,11,11,24,20,22,3,5,,9,7,9,23,15,5,13
wade boggs,Wade Boggs,8,19,,,,1,2,5,5,,,,,,,2,1,1,,2
wade meckler,Wade Meckler,5,10,,,,2,2,1,4,1,,,,,,,,,,
wade miley,Wade Miley,1,1,,,,,,,1,,,,,,,,,,,
waite hoyt,Waite Hoyt,2,2,,,,,,1,1,,,,,,,,,,,
walker buehler,Walker Buehler,7,9,,,,,,1,,1,,1,,1,2,,2,1,,
walker janek,Walker Janek,2,5,,,,,,,,,3,,2,,,,,,,
walker jenkins,Walker Jenkins,6,54,17,8,8,,,,,,9,9,3,,,,,,,
walker martin,Walker Martin,2,3,1,,2,,,,,,,,,,,,,,,
walter johnson,Walter Johnson,1,1,,,,,,,,,,,,,,,,,,1
walter pennington,Walter Pennington,3,3,,,,,,,,,,,,1,1,,1,,,
waner luciano,Waner Luciano,1,2,,2,,,,,,,,,,,,,,,,
warel solano,Warel Solano,1,2,,,,,,,,,,2,,,,,,,,
warming bernabel,Warming Bernabel,2,4,,,,,,,,,,,,,,,,,2,2
warren calcaño,Warren Calcaño,1,2,,,,,,,,,,2,,,,,,,,
warren spahn,Warren Spahn,2,2,,,,,,1,1,,,,,,,,,,,
washington nationals,Washington Nationals,4,5,,,,,,,1,,,2,,,,,1,,,1
welbyn francisca,Welbyn Francisca,1,1,,,,,,,,,1,,,,,,,,,
wen-hui pan,Wen-Hui Pan,1,3,,,,,,,,,3,,,,,,,,,
wenceel pérez,Wenceel Pérez,4,8,,,,,3,,,2,,,,,1,,2,,,
weston wilson,Weston Wilson,5,5,,,,1,1,,1,1,,,,,,,1,,,
whit merrifield,Whit Merrifield,3,5,,,,,,3,1,,,,,,,,1,,,
whitey ford,Whitey Ford,2,2,,,,,,1,1,,,,,,,,,,,
wikelman gonzález,Wikelman González,2,3,,,,,,,,,,,,,,,,,1,2
wilfredo lara,Wilfredo Lara,1,1,,1,,,,,,,,,,,,,,,,
wilfri de la cruz,Wilfri De La Cruz,1,2,,,,,,,,,,2,,,,,,,,
will banfield,Will Banfield,2,2,,,,,,,,,,,,,,,,,1,1
will benson,Will Benson,2,3,,,,,,,2,,,,,,,,,,,1
will brennan,Will Brennan,2,2,,,,,,1,,,,,,,,,1,,,
will bush,Will Bush,1,1,,1,,,,,,,,,,,,,,,,
will clark,Will Clark,8,21,,,,,,4,3,2,,,,1,,2,3,2,,4
will klein,Will Klein,1,1,,,,,1,,,,,,,,,,,,,
will robertson,Will Robertson,2,2,,,,,,,,,,,,,,,,,1,1
will simpson,Will Simpson,1,3,,,,,,,,,3,,,,,,,,,
will smith,Will Smith,12,54,,,,2,3,2,4,9,1,,,1,2,,11,11,5,3
will taylor,Will Taylor,1,2,,,,,,,,,,2,,,,,,,,
will verdung,Will Verdung,1,1,,1,,,,,,,,,,,,,,,,
will vest,Will Vest,1,1,,,,,,,,,,,,,,,,,,1
will wagner,Will Wagner,3,10,,,,,,,,,,,,2,3,,5,,,
will warren,Will Warren,6,10,,,,,,,,,,1,,2,3,,2,1,,1
will wilson,Will Wilson,2,3,,,,,,,,,,,,,2,,,1,,
willi castro,Willi Castro,3,3,,,,,,1,,1,,,,,1,,,,,
william contreras,William Contreras,13,45,,,,1,1,4,2,5,1,,,2,1,1,18,4,2,3
willie maciver,Willie MacIver,2,3,,,,,,,,,,,,,2,,,1,,
willie mays,Willie Mays,8,19,,,,,,3,1,5,,,,1,,3,3,2,,1
willie mccovey,Willie McCovey,1,1,,,,,,,,,,,,,,,,,1,
willie randolph,Willie Randolph,2,2,,,,,,,,,,,,1,,,,,1,
willie stargell,Willie Stargell,2,2,,,,,,,,1,,,,,,,,,,1
willson contreras,Willson Contreras,7,9,,,,1,,3,,1,,,,1,,,1,,1,1
willy adames,Willy Adames,11,13,,,,1,,1,1,1,1,1,,1,,,3,,2,1
wilmer flores,Wilmer Flores,2,2,,,,,,1,,,,,,,,,,1,,
wilson,Wilson,3,3,,,,,,,,,,,,,,,1,1,,1
wilyer abreu,Wilyer Abreu,9,15,,1,,2,3,1,2,1,,,,,2,,2,,1,
winston santos,Winston Santos,1,3,,,,,,,,,3,,,,,,,,,
witt jr.,Witt Jr.,4,4,,,,,,,,,,,,,,1,1,1,,1
woo-suk go,Woo-Suk Go,1,1,,1,,,,,,,,,,,,,,,,
wood,Wood,1,1,,,,,,,,,,,,,,1,,,,
woody hadeen,Woody Hadeen,1,2,,,2,,,,,,,,,,,,,,,
world series champions,World Series Champions,1,1,,,,,,,,,,,,1,,,,,,
wyatt langford,Wyatt Langford,15,108,14,8,,4,21,,2,25,1,3,,3,5,2,10,3,2,5
xander bogaerts,Xander Bogaerts,8,28,,,,2,,5,6,1,,,,1,,,11,1,,1
xavier edwards,Xavier Edwards,2,2,,,,,,,,,1,,,1,,,,,,
xavier isaac,Xavier Isaac,2,7,6,,,,,,,,1,,,,,,,,,
xavier neyens,Xavier Neyens,1,9,,,,,,,,,,,9,,,,,,,
yadier molina,Yadier Molina,7,11,,,,,1,,3,1,,,,,2,1,2,1,,
yahil melendez,Yahil Melendez,1,2,,,,,,,,,,2,,,,,,,,
yaikel mijares,Yaikel Mijares,1,1,,1,,,,,,,,,,,,,,,,
yainer diaz,Yainer Diaz,3,3,,,,1,1,,,,,,,,,,,,1,
yainer díaz,Yainer Díaz,2,2,,,,1,,1,,,,,,,,,,,,
yairo padilla,Yairo Padilla,1,3,,,,,,,,,,3,,,,,,,,
yan gomes,Yan Gomes,1,1,,,,,,,1,,,,,,,,,,,
yandel ricardo,Yandel Ricardo,2,4,,2,,,,,,,,,2,,,,,,,
yandy díaz,Yandy Díaz,7,14,,,,1,,3,2,2,,1,,,,,4,,1,
yanquiel fernandez,Yanquiel Fernandez,1,4,4,,,,,,,,,,,,,,,,,
yanquiel fernández,Yanquiel Fernández,2,6,,,,,,,,,,,,,,,,,2,4
yaramil hiraldo,Yaramil Hiraldo,2,4,,,,,,,,,,,,,3,,,1,,
yariel rodríguez,Yariel Rodríguez,3,10,,,,,4,,,5,,,,,,,1,,,
yasmani grandal,Yasmani Grandal,1,2,,,,,,,,2,,,,,,,,,,
yassel soler,Yassel Soler,1,2,,2,,,,,,,,,,,,,,,,
yastrzemski,Yastrzemski,2,2,,,,,,,,,,,,1,,,1,,,
yelich,Yelich,2,2,,,,,,,,,,,,,,,1,1,,
yennier cano,Yennier Cano,3,4,,,,1,,2,1,,,,,,,,,,,
yeremi cabrera,Yeremi Cabrera,1,3,,,,,,,,,3,,,,,,,,,
yilber diaz,Yilber Diaz,3,6,,,,,,,,,,,,2,3,,1,,,
yoeilin cespedes,Yoeilin Cespedes,2,5,3,,2,,,,,,,,,,,,,,,
yoendrys gomez,Yoendrys Gomez,1,2,,,,,2,,,,,,,,,,,,,
yoendrys gómez,Yoendrys Gómez,3,3,,,,1,,,1,1,,,,,,,,,,
yoffry solano,Yoffry Solano,1,1,,1,,,,,,,,,,,,,,,,
yogi berra,Yogi Berra,3,4,,,,,,1,,2,,,,,,,,1,,
yohairo cuevas,Yohairo Cuevas,1,1,,1,,,,,,,,,,,,,,,,
yohandy morales,Yohandy Morales,4,7,3,,2,,,,,,,,2,,,,,,,
yohel pozo,Yohel Pozo,1,1,,,,,,,,,,,,,,,,1,,
yoiber ocopio,Yoiber Ocopio,1,1,,1,,,,,,,,,,,,,,,,
yolfran castillo,Yolfran Castillo,2,4,,2,,,,,,,,,2,,,,,,,
yoniel curet,Yoniel Curet,1,1,,1,,,,,,,,,,,,,,,,
yophery rodriguez,Yophery Rodriguez,1,4,,,,,,,,,4,,,,,,,,,
yordan alvarez,Yordan Alvarez,16,107,1,3,,6,10,23,9,11,1,1,,5,2,7,15,5,3,5
yordanny monegro,Yordanny Monegro,1,1,,1,,,,,,,,,,,,,,,,
yordany de los santos,Yordany De Los Santos,1,1,1,,,,,,,,,,,,,,,,,
yorger bautista,Yorger Bautista,1,3,,,,,,,,,,3,,,,,,,,
yoshinobu yamamoto,Yoshinobu Yamamoto,15,114,3,12,,5,11,,11,22,1,2,,7,3,3,12,11,3,8
yosver zulueta,Yosver Zulueta,3,3,,,,,,,,,,,,1,1,,1,,,
yovanny rodriguez,Yovanny Rodriguez,2,4,,2,2,,,,,,,,,,,,,,,
yoán moncada,Yoán Moncada,4,4,,,,,,,1,,,,,,1,,,1,1,
yu darvish,Yu Darvish,8,27,,,,1,,,4,2,,,,1,,,6,11,1,1
yu-min lin,Yu-Min Lin,2,3,,,,,,,,,2,1,,,,,,,,
yuki matsui,Yuki Matsui,4,9,,1,,2,4,,,2,,,,,,,,,,
yulian barreto,Yulian Barreto,1,2,,,,,,,,,,2,,,,,,,,
yusei kikuchi,Yusei Kikuchi,8,9,,,,,1,,1,,,1,,,1,,1,2,1,1
zac gallen,Zac Gallen,7,15,,,,1,,6,3,1,,,,1,,,2,,1,
zac kristofak,Zac Kristofak,1,1,,,,,1,,,,,,,,,,,,,
zac veen,Zac Veen,5,20,2,,2,,,,,,,2,,,6,,,8,,
zach agnos,Zach Agnos,2,3,,,,,,,,,,,,,2,,,1,,
zach brzykcy,Zach Brzykcy,3,3,,,,,,,,,,,,1,1,,1,,,
zach cole,Zach Cole,2,3,,,,,,,,,,2,,,,,,,1,
zach deloach,Zach DeLoach,2,3,,,,,2,,,1,,,,,,,,,,
zach dezenzo,Zach Dezenzo,7,15,,2,,,,,,,,,,2,2,1,6,1,,1
zach eflin,Zach Eflin,2,2,,,,,1,1,,,,,,,,,,,,
zach ehrhard,Zach Ehrhard,1,2,,,2,,,,,,,,,,,,,,,
zach maxwell,Zach Maxwell,1,2,,,,,,,,,,,,,,,,,,2
zach mckinstry,Zach McKinstry,5,6,,,,,,,1,,,,,,,,1,1,1,2
zach neto,Zach Neto,12,25,,,,1,2,1,2,,1,1,,1,1,,7,2,3,3
zach penrod,Zach Penrod,3,4,,,,,,,,,,,,1,2,,1,,,
zach remillard,Zach Remillard,3,5,,,,2,1,2,,,,,,,,,,,,
zach root,Zach Root,1,4,,,,,,,,,,,4,,,,,,,
zachary maxwell,Zachary Maxwell,1,1,,,,,,,,,,,,,,,,,1,
zack gelof,Zack Gelof,10,38,1,2,,6,3,7,8,4,,,,,,,4,2,1,
zack greinke,Zack Greinke,2,2,,,,1,,,1,,,,,,,,,,,
zack littell,Zack Littell,2,2,,,,,,,,1,,,,,,,,1,,
zack showalter,Zack Showalter,1,2,,,,,,,,,2,,,,,,,,,
zack wheeler,Zack Wheeler,12,18,,,,1,1,2,1,3,1,1,,1,,,2,1,2,2
zak kent,Zak Kent,2,3,,,,,,,,,,,,,2,,,1,,
zander darby,Zander Darby,1,1,,,,,,,,,,1,,,,,,,,
zebby matthews,Zebby Matthews,5,18,,,,,,,,,,,,2,4,1,6,5,,
zyhir hope,Zyhir Hope,4,12,,,2,,,,,,4,3,3,,,,,,,
émilien pitre,Émilien Pitre,1,3,,,,,,,,,3,,,,,,,,,
